-4.1704527086701693e-07,7.953241779131148e-08,-5.299967152019303e-08
-1.1587337641138674e-06,3.2655478337349776e-07,-1.926100896728178e-07
-2.445813911937461e-06,7.117116810000297e-07,-4.955754969169557e-07
-4.889293221407031e-06,1.3928875192472269e-06,-1.1694462115564242e-06
-8.44929155819754e-06,2.6459926796405568e-06,-2.367359875271136e-06
-1.582550464082807e-05,4.924711017281355e-06,-5.007334368653388e-06
-8.567896029017365e-05,8.089464999000219e-07,-4.466809744177483e-06
-0.00023614756452443837,-1.2540173388121422e-06,-1.5871652544514867e-05
-0.000483279434567753,8.769502500310253e-06,-6.642038318127654e-05
-0.0008291059804113478,3.5960513994680376e-05,-0.00017470933659036452
-0.0012708853828679145,7.688390399293742e-05,-0.0003328943963632037
-0.0018134330171485401,0.00010362665622153001,-0.0005585034638322406
-0.0023965943980043115,2.9233883863227883e-05,-0.0007924137696852849
-0.0029608266461875416,-0.00013667002070042686,-0.0010326864500820772
-0.0034604415880855736,-0.00035194137998170646,-0.0012661945435539822
-0.0038860872884336622,-0.0005645677391390391,-0.0014887554712960614
-0.0042507738776269436,-0.0007423303215545734,-0.0017014452091686973
-0.0045625891429525774,-0.0008847452936400713,-0.0019015569438637016
-0.004792806319468834,-0.0010263333578016758,-0.0021006085995705246
-0.004974054967090745,-0.0012508746170623434,-0.002298914896432857
-0.005170723105569994,-0.001576003178618687,-0.002516725963329931
-0.005433709081072939,-0.001975818231947894,-0.002769247101385951
-0.005792305860713803,-0.002403819715667537,-0.0030681774516674366
-0.006246395131193145,-0.0028019696481913423,-0.00341177479822855
-0.0067572987982873235,-0.003113749298729256,-0.003778180001298076
-0.007255001158461524,-0.0033272924575409955,-0.004138517161773665
-0.007685017660145969,-0.0034758637137522913,-0.004480831834312574
-0.008022430619480915,-0.0036157657332469718,-0.004803881862454088
-0.008278791962215612,-0.0038074862594704426,-0.005116936631872575
-0.008502580376769472,-0.00409126261713867,-0.005436980363335469
-0.008760658449900607,-0.004464151808350233,-0.005780435965054501
-0.009101665872474797,-0.004879571004753269,-0.006156312823135889
-0.009535669830998949,-0.005271453936989621,-0.006561671002902367
-0.010030717811545504,-0.005581856549331104,-0.006980223173386061
-0.010531207943049592,-0.005786261596299592,-0.007394593019028309
-0.010973304120099297,-0.005901923013884174,-0.007785135519745929
-0.011318124078870364,-0.005984503742127621,-0.00814321915691708
-0.01156929111114871,-0.006100643331389981,-0.008474817851775047
-0.011768267484281739,-0.006294773155752668,-0.008795409414078557
-0.011976294015334975,-0.006577283578683114,-0.009125175698723393
-0.01224703316159475,-0.006912868521896278,-0.009473505205411358
-0.012604781582759652,-0.007241045526925076,-0.009844561113924935
-0.013029827215207646,-0.007496031205968016,-0.010222437959170393
-0.013470426084062357,-0.007642272113571745,-0.010589493769383488
-0.013864171373222404,-0.0076836336097429745,-0.01092748491169562
-0.014163285476566964,-0.0076622210412028114,-0.011224432649181982
-0.014354326894303413,-0.007644196624904257,-0.01148076344493346
-0.014468212484559725,-0.007687540325987177,-0.011709367764482382
-0.014564010303678982,-0.007814780937381494,-0.011929191652239855
-0.014701692508494986,-0.00800411466823349,-0.012155880577952737
-0.014916610584348147,-0.008198612770178063,-0.012394349418608506
-0.015202546431389408,-0.008332162960112115,-0.01263578984335775
-0.015514147539581049,-0.008356364171295146,-0.012860685800435093
-0.01578502093820376,-0.0082645803096424,-0.013047593707381434
-0.015963078324273,-0.00809147210343004,-0.013183535505457165
-0.016025034055605063,-0.00789897041023715,-0.013266573218112232
-0.015990792848361607,-0.007747206800637612,-0.01330669215132878
-0.015912635500856222,-0.0076698871649640964,-0.013320617245040509
-0.015852261935182282,-0.007659602867479284,-0.013327065271894563
-0.015854270574947132,-0.007667163379833208,-0.013331079328329734
-0.01589185382192641,-0.007611000858793994,-0.01334688735802953
-0.015929764533409867,-0.007432696789379068,-0.013355210371574102
-0.015910338427673306,-0.007111594115594876,-0.013338096179987264
-0.015770801863517318,-0.006669259703849019,-0.013277732546157715
-0.01547662251738757,-0.006160698240590711,-0.013167006074657038
-0.01503295525363258,-0.005649733039434037,-0.013012645152411196
-0.01448317162035348,-0.005183752188706341,-0.012830766238241847
-0.013888260165242671,-0.004766902707231509,-0.012637398868422788
-0.01330368731595604,-0.00436609370066115,-0.012449286080623893
-0.012751791165207482,-0.003917617992702849,-0.012266618892412824
-0.012752259300148946,-0.003917640796547105,-0.012266696293391222
-0.012753189531575051,-0.003917721160788913,-0.012266923086034862
-0.012754292087904405,-0.003917951559581287,-0.012267367540840379
-0.012757536126043894,-0.003918343497100555,-0.01226842369625993
